Population number =1
Individ number; phenotype; genotype;f(x); F(x)
29; 1.3749809265136719; 101000110000011111100;10.434226558191199; 10.434226558191199;
30; 1.3923358917236328; 101001000000001100010;8.78787015968324; 8.78787015968324;
31; 1.3925142288208008; 101100100010001011011;8.760188805207202; 8.760188805207202;
32; 1.3962030410766602; 101100101010011000100;8.149503989675049; 8.149503989675049;
33; 1.4608726501464844; 101100101101010110101;0.8418111992586601; 0.8418111992586601;
34; 1.4870319366455078; 101100101101011000100;5.923750682620942; 5.923750682620942;
35; 1.5157852172851562; 101101000000001101100;12.302885406494042; 12.302885406494042;
36; 1.5624351501464844; 101101000001111101100;9.720889051355584; 9.720889051355584;
37; 1.6561765670776367; 101101010010010000011;9.78993974993869; 9.78993974993869;
38; 1.6875686645507812; 101110100000001101010;15.527418594487523; 15.527418594487523;
39; 1.6881628036499023; 110001111011000001101;15.556029993361351; 15.556029993361351;
40; 1.7014131546020508; 110101010101001100011;15.22773884920919; 15.22773884920919;
41; 1.7205982208251953; 110101011011001100011;11.827510996771315; 11.827510996771315;
42; 1.7234249114990234; 111000010111110010011;11.118554560453205; 11.118554560453205;
43; 1.7235031127929688; 111001111000001100010;11.098463503930352; 11.098463503930352;
44; 1.7247381210327148; 111010110010001100011;10.778196562935095; 10.778196562935095;
45; 1.8254671096801758; 111010110010010000011;12.422759592496705; 12.422759592496705;
46; 1.8313817977905273; 111010111110110110101;13.81880292632911; 13.81880292632911;
47; 1.8313865661621094; 111110000000000011010;13.819832520132662; 13.819832520132662;
48; 1.8319091796875; 111110011010111010001;13.931634431381603; 13.931634431381603;
49; 1.8365812301635742; 111110110010011110000;14.832557959024255; 14.832557959024255;
Population number =8
Individ number; phenotype; genotype;f(x); F(x)
0; 1.5110845565795898; 100101101001001000010;11.522101235671087; 11.522101235671087;
1; 1.527979850769043; 100110000100011110000;13.481338275567882; 13.481338275567882;
2; 1.5369901657104492; 100110011101010010011;13.464539314268455; 13.464539314268455;
3; 1.5436944961547852; 100110110000110110000;12.95781979380975; 12.95781979380975;
4; 1.5476045608520508; 100110110010001011011;12.48170583779316; 12.48170583779316;
5; 1.5567617416381836; 100110110010010001100;10.924747170251507; 10.924747170251507;
6; 1.6875190734863281; 100110111001111010001;15.52486423432745; 15.52486423432745;
7; 1.6875638961791992; 100110111100001011011;15.527174094272674; 15.527174094272674;
8; 1.6875686645507812; 100110111110110110010;15.527418594487523; 15.527418594487523;
9; 1.6875686645507812; 100111010110011100010;15.527418594487523; 15.527418594487523;
10; 1.6877317428588867; 100111010111100010110;15.535638094482529; 15.535638094482529;
11; 1.6881628036499023; 100111100010000010000;15.556029993361351; 15.556029993361351;
12; 1.6897659301757812; 100111101010011110010;15.61479030252493; 15.61479030252493;
13; 1.6903648376464844; 100111101010101011011;15.629800923370459; 15.629800923370459;
14; 1.6921358108520508; 100111101101011110110;15.651977305811114; 15.651977305811114;
15; 1.69268798828125; 100111101101111001010;15.652087751808972; 15.652087751808972;
16; 1.6985082626342773; 100111101110000101100;15.457039118858154; 15.457039118858154;
17; 1.7008838653564453; 100111101110000110010;15.275911559747685; 15.275911559747685;
18; 1.7010526657104492; 100111110101110000101;15.260854597588661; 15.260854597588661;
19; 1.7024354934692383; 100111110101110111101;15.126759029656048; 15.126759029656048;
20; 1.7049217224121094; 100111110101111110010;14.838455478242755; 14.838455478242755;
21; 1.7049245834350586; 100111110101111110010;14.838089525891606; 14.838089525891606;
22; 1.7064752578735352; 100111110110010000010;14.62847963312534; 14.62847963312534;
23; 1.710108757019043; 100111110110011110010;14.05272561377559; 14.05272561377559;
24; 1.7415189743041992; 100111111110000010010;6.245620519114442; 6.245620519114442;
25; 1.7882041931152344; 101000011101111010100;2.921439120017526; 2.921439120017526;
26; 1.8256568908691406; 101000100101111010110;12.47085944400431; 12.47085944400431;
27; 1.8259916305541992; 101001001110001000000;12.555225104784887; 12.555225104784887;
28; 1.8302335739135742; 101001010001110000011;13.566000720133088; 13.566000720133088;
29; 1.8303184509277344; 101001101110001000010;13.585014749341877; 13.585014749341877;
30; 1.8313045501708984; 101001110101110000101;13.802099781909835; 13.802099781909835;
31; 1.8313379287719727; 101100011001111100010;13.809322669267399; 13.809322669267399;
32; 1.8313865661621094; 101101000000000011110;13.819832520132662; 13.819832520132662;
33; 1.8313865661621094; 101101000000001100010;13.819832520132662; 13.819832520132662;
34; 1.8339567184448242; 101101000000001101100;14.349021558681116; 14.349021558681116;
35; 1.8375062942504883; 101101000000001101100;14.988293259952734; 14.988293259952734;
36; 1.8377342224121094; 101101000000010001010;15.025442570068723; 15.025442570068723;
37; 1.8379240036010742; 101101000001111101100;15.056000904393155; 15.056000904393155;
38; 1.8379430770874023; 101101000110111101100;15.059053248145435; 15.059053248145435;
39; 1.8390235900878906; 101101000111001100010;15.226282315964323; 15.226282315964323;
40; 1.8392210006713867; 101101001101110000011;15.255614147024572; 15.255614147024572;
41; 1.8418264389038086; 101101001111111100000;15.606272575929896; 15.606272575929896;
42; 1.8522014617919922; 101101010001110111011;16.276479636238367; 16.276479636238367;
43; 1.8537931442260742; 101101010110001000010;16.27100572563276; 16.27100572563276;
44; 1.8553638458251953; 101101010110110111011;16.236778464842075; 16.236778464842075;
45; 1.8575258255004883; 101101011101110011100;16.14295249448774; 16.14295249448774;
46; 1.8576574325561523; 101101110010011110000;16.135501539649017; 16.135501539649017;
47; 1.8590993881225586; 101101110010011110010;16.0408796476617; 16.0408796476617;
48; 1.8640413284301758; 101101110101101100101;15.53950828431463; 15.53950828431463;
49; 1.871246337890625; 101101111001011010110;14.348844427665329; 14.348844427665329;
